"Elección","Lista/Pacto","Candidato Nombre","Candidato Apellido Paterno","Candidato Apellido Materno","Genero","Partido Politico","Adhiere a Candidato Transparente","Web Site","Facebook","Twitter","Distrito","Comunas"
"Diputado(a)","Unión Patriótica","Valdemar","Sanhueza ","Yevenes","Masculino","Union patriotica","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Unión Patriótica","Ana María","Molina","Villareal","Femenino","Union patriotica","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Unión Patriótica","Macarena","Parra","Parra","Femenino","Union patriotica","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Unión Patriótica","Paola","Marcelli","Astudillo","Femenino","Union patriotica","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Unión Patriótica","Guido ","González","Valenzuela","Masculino","Union patriotica","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Unión Patriótica","Ana María","Árias ","Agurto","Femenino","Union patriotica","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Unión Patriótica","Alejandro","Aravena","Egaña","Masculino","Union patriotica","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Unión Patriótica","Valeria","Soto","Carrasco","Femenino","Union patriotica","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Unión Patriótica","Sergio","Gómez","Celedon","Masculino","Union patriotica","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Unión Patriótica","Carla","González","Morales","Femenino","Union patriotica","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Unión Patriótica","Christian","Jorquera","Tapia","Masculino","Union patriotica","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Unión Patriótica","Fabián","Vásquez","Silva","Masculino","Union patriotica","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Unión Patriótica","ninozka","Sánchez","Caro","Femenino","Union patriotica","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Unión Patriótica","Angélica","Cornejo","Zúñiga","Femenino","Union patriotica","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Unión Patriótica","Lucía","Rivera","Hauenstein","Femenino","Union patriotica","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","Unión Patriótica","Pablo","Prado","Pulido","Masculino","Union patriotica","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","Unión Patriótica","Luisa ","Parra","Castro","Femenino","Union patriotica","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","Unión Patriótica","Arturo","Muñoz ","Zúñiga","Masculino","Union patriotica","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","Unión Patriótica","Patricio","Altamirano","Arancibia","Masculino","Union patriotica","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","Unión Patriótica","Eduardo ","Guitérrez","González","Masculino","Union patriotica","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","Unión Patriótica","Gloria Angélica","Gallardo ","Voss","Femenino","Union patriotica","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","Unión Patriótica","Jorge","Aravena","Egaña","Masculino","Union patriotica","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","Unión Patriótica","Cristián ","Baeza","Figueroa","Masculino","Union patriotica","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","Unión Patriótica","Zaida","Falces ","Salazar","Femenino","Union patriotica","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","Unión Patriótica","Guillermo","Aravena","Mondaca","Masculino","Union patriotica","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","Unión Patriótica","Gaspar","Ortíz","Cardenas","Masculino","Union patriotica","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","Unión Patriótica","Esteban ","Cáceres","Olave","Masculino","Union patriotica","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","Unión Patriótica","Mario ","Fajardo","Pérez","Masculino","Union patriotica","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","Unión Patriótica","Clara","Ríos ","Lueiza","Femenino","Union patriotica","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","Unión Patriótica","Roberto Carlos","Ovalle","Molina","Masculino","Union patriotica","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","Unión Patriótica","Denny ","Flores","Bustos","Masculino","Union patriotica","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","Unión Patriótica","Pablo","Caroca","Vásquez","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Unión Patriótica","Emmanuel ","Lara","Acevedo","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Unión Patriótica","Leslie","Díaz","Silva","Femenino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Unión Patriótica","Mariana ","Concha ","Muñoz","Femenino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Unión Patriótica","Guido ","Miranda","Rojas","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Unión Patriótica","Katherine ","Rojas","Peñalillo","Femenino","Union patriotica","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Convergencia Democrática","Andrea Macarena","Murillo","Neumann","Femenino","Partido Demócrata Cristiano","No","","","","1"," - Arica - Camarones - Putre"
"Diputado(a)","Convergencia Democrática","Richard ","Vildoso","Rojas","Masculino","Partido Demócrata Cristiano","No","","","","1"," - Arica - Camarones - Putre"
"Diputado(a)","Convergencia Democrática","Héctor Hermogenes","Riveros","Vidal","Masculino","Partido Demócrata Cristiano","No","","","","1"," - Arica - Camarones - Putre"
"Diputado(a)","Convergencia Democrática","Ana María","Luksic","Romero","Femenino","Partido Demócrata Cristiano","No","","","","2"," - Alto Hospicio - Camiña - Colchane - Huara - Iquique - Pica - Pozo Almonte"
"Diputado(a)","Convergencia Democrática","Pablo Ornaldo","Valenzuela","Huanca","Masculino","Partido Demócrata Cristiano","No","","","","2"," - Alto Hospicio - Camiña - Colchane - Huara - Iquique - Pica - Pozo Almonte"
"Diputado(a)","Convergencia Democrática","Mariela","Basualto","Avalos","Femenino","Partido Demócrata Cristiano","No","","","","2"," - Alto Hospicio - Camiña - Colchane - Huara - Iquique - Pica - Pozo Almonte"
"Diputado(a)","Convergencia Democrática","Miriam Carolina","González","Bernal","Femenino","Independiente","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Convergencia Democrática","Sonya Ivonne","Langenbach","Ruiz","Femenino","Partido Demócrata Cristiano","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Convergencia Democrática","Valentín Humberto","Volta","Valencia","Masculino","Partido Demócrata Cristiano","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Convergencia Democrática","Pilar","Soto","Rivas","Femenino","Partido Demócrata Cristiano","No","","","","4"," - Chañaral - Copiapó - Diego de Almagro - Alto del Carmen - Caldera - Freirina - Huasco - Tierra Amarilla - Vallenar"
"Diputado(a)","Convergencia Democrática","Sebastián Manuel","Campos","Campillay","Masculino","Partido Más Región","No","","","","4"," - Chañaral - Copiapó - Diego de Almagro - Alto del Carmen - Caldera - Freirina - Huasco - Tierra Amarilla - Vallenar"
"Diputado(a)","Convergencia Democrática","Pedro","Prado","Moreno","Masculino","Partido Demócrata Cristiano","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Convergencia Democrática","Denis","Cortés","Aguilera","Femenino","Partido Demócrata Cristiano","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Convergencia Democrática","Cristian","Galleguillos","Vega","Masculino","Partido Demócrata Cristiano","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Convergencia Democrática","Carolina Inés","Henríquez","Gutiérrez ","Femenino","Partido Demócrata Cristiano","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Convergencia Democrática","Cecilia","Tirado","Soto","Femenino","Partido Demócrata Cristiano","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Convergencia Democrática","Matías","Walker","Prieto","Masculino","Partido Demócrata Cristiano","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Convergencia Democrática","Adriana","Vergara","Manque","Femenino","Partido Demócrata Cristiano","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Convergencia Democrática","Waleska Jacqueline","Castillo","López","Femenino","Partido Demócrata Cristiano","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Convergencia Democrática","Ulíses","Tobár","Cassi","Masculino","Partido Demócrata Cristiano","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Convergencia Democrática","Daniel Angel","Verdessi","Belemmi","Masculino","Partido Demócrata Cristiano","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Convergencia Democrática","Mario Luis","Fuentes","Romero","Masculino","Partido Demócrata Cristiano","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Convergencia Democrática","Patricio Antonio","Barros","Viguera","Masculino","Partido Demócrata Cristiano","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Convergencia Democrática","Victor Marcelo","Torres","Jeldes","Masculino","Partido Demócrata Cristiano","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Convergencia Democrática","René","Lues","Escobar","Masculino","Partido Demócrata Cristiano","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Convergencia Democrática","Mariel Fernanda","Trigo","Vallejos","Femenino","Independiente","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Convergencia Democrática","Jennifer Violeta","Leiva","Labarca","Femenino","Independiente","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Convergencia Democrática","Mauricio Eduardo","Lillo","Cavagnaro","Masculino","Independiente","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Convergencia Democrática","Mariella","Valdés ","Ávila ","Femenino","Partido Demócrata Cristiano","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Convergencia Democrática","Alejandra ","Monasterio","Rivas","Femenino","Independiente","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Convergencia Democrática","Victor","Osorio","Reyes","Masculino","Independiente","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Convergencia Democrática","Evelyn Diana","Gómez","Hidalgo","Femenino","Independiente","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Convergencia Democrática","Gabriel Moises","Silber","Romo","Masculino","Partido Demócrata Cristiano","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Convergencia Democrática","Cecilia","Valdéz","león","Femenino","Partido Demócrata Cristiano","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Convergencia Democrática","Rodrigo","Albornoz","Pollmann","Masculino","Partido Demócrata Cristiano","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Convergencia Democrática","Carolina","Mora","Saa","Femenino","Partido Demócrata Cristiano","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Convergencia Democrática","Cristián","Bowen","Garfias","Masculino","Partido Demócrata Cristiano","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Convergencia Democrática","Humberto","Sanhueza ","Barriga","Masculino","Partido Demócrata Cristiano","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Convergencia Democrática","Claudio Eugenio","Arriagada","Macaya","Masculino","Partido Demócrata Cristiano","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Convergencia Democrática","Nicolás","Muñoz","Montes","Masculino","Partido Demócrata Cristiano","Sí","www.nicolasmunoz.cl","","@nicolasmunozm","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Convergencia Democrática","Pedro Enrique","Garcia","Aspillaga","Masculino","Partido Demócrata Cristiano","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Convergencia Democrática","Ana María","Hernández ","San Martín","Femenino","Partido Demócrata Cristiano","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Convergencia Democrática","Eva","Jimenéz","urizar","Femenino","Partido Demócrata Cristiano","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Convergencia Democrática","Tito Jaime","Monje","Pincheira","Masculino","Partido Demócrata Cristiano","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Convergencia Democrática","Paulina","Piñeiro","Ugarte","Femenino","Partido Demócrata Cristiano","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","Convergencia Democrática","Julio Enrique","Madrid","Fuentes","Masculino","Partido Demócrata Cristiano","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","Convergencia Democrática","Nelson ","Hadad","Heresy","Masculino","Partido Demócrata Cristiano","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","Convergencia Democrática","Cecilia","González","Hansen","Femenino","Partido Demócrata Cristiano","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","Convergencia Democrática","Cristóbal","Acevedo","Ferrer","Masculino","Partido Demócrata Cristiano","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","Convergencia Democrática","Nicole Vanessa","Valdebenito","Torres","Femenino","Partido Demócrata Cristiano","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","Convergencia Democrática","Marcela ","Canales","Hipp","Femenino","Partido Demócrata Cristiano","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","Convergencia Democrática","Gerogina María","Villablanca","Martínez","Femenino","Partido Demócrata Cristiano","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","Convergencia Democrática","Rodolfo Samuel","Seguel","Molina","Masculino","Partido Demócrata Cristiano","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","Convergencia Democrática","Luis ","Acevedo","Quintanilla","Masculino","Partido Demócrata Cristiano","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","Convergencia Democrática","Tamara","Mora","Morales","Femenino","Partido Demócrata Cristiano","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","Convergencia Democrática","Iván","Fuentes","Castillo","Masculino","Partido Demócrata Cristiano","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","Convergencia Democrática","David","Morales","Nordetti","Masculino","Partido Demócrata Cristiano","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","Convergencia Democrática","Diego Eduardo","Calderón","Gajardo","Masculino","Partido Demócrata Cristiano","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","Convergencia Democrática","Paula ","Zúñiga","Calderón","Femenino","Partido Demócrata Cristiano","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","Convergencia Democrática","Juan Carlos","Olmos","Castro","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Convergencia Democrática","Andrés ","Lorca","Saavedra","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Convergencia Democrática","Raúl ","Soto","Mardones","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Convergencia Democrática","Francisco Alejandro","Parraguez ","Leiva","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Convergencia Democrática","Alejandro Anselmo","sule","Fernández","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Convergencia Democrática","Macarena","Zapata","Marmolejo","Femenino","Independiente","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Convergencia Democrática","Christian Andrés","González","González","Masculino","Independiente","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Convergencia Democrática","Juan Carlos","Latorre","Carmona","Masculino","Partido Demócrata Cristiano","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Convergencia Democrática","Sebastián","Llantén ","Morales","Masculino","Partido Demócrata Cristiano","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Convergencia Democrática","Patricia Andrea","Ibaceta","Santos","Femenino","Partido Demócrata Cristiano","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Convergencia Democrática","Graciela","Torres","Inostroza","Femenino","Partido Demócrata Cristiano","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Convergencia Democrática","Roberto Eduardo","León","Ramírez","Masculino","Partido Demócrata Cristiano","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Convergencia Democrática","Pablo ","Lorenzini","Basso","Masculino","Partido Demócrata Cristiano","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Convergencia Democrática","Claudia Andrea","Sánchez","Soto","Femenino","Partido Demócrata Cristiano","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
